id;bibliographicCitation;institutionCode;collectionCode;basisOfRecord;dynamicProperties;catalogNumber;occurrenceRemarks;recordNumber;recordedBy;individualCount;sex;lifeStage;preparations;otherCatalogNumbers;associatedReferences;eventDate;year;month;day;fieldNumber;waterBody;country;stateProvince;county;locality;verbatimDepth;minimumDepthInMeters;maximumDepthInMeters;verbatimCoordinates;decimalLatitude;decimalLongitude;coordinatePrecision;identifiedBy;dateIdentified;typeStatus;scientificNameID;scientificName;scientificNameAuthorship
691;;SAMC;ZM;HumanObservation;;SAMC-ZM-000940;"Skull; Total length 301cm";;Best PB;;F;;;SAM-ZM040036;;1984-08-10T12:00:00Z;1984;8;10;PBB 84/24;Atlantic;South Africa;;;2km east of kleinmond;;;;;-343.499.984.741;190.499.992.371;;Best PB;;;urn:lsid:marinespecies.org:taxname:137113;Kogia breviceps;
692;;SAMC;ZM;HumanObservation;;SAMC-ZM-000184;"Whole skeleton; 1.84m long; Captured (21/12/1969), died in captivity (21/11/1973)";;Best PB;;F;;;SAM-ZM036843;;;;;;74/6;Atlantic;South Africa;;;Hout Bay;;;;;-340.499.992.371;183.666.992.188;;Best PB;;;urn:lsid:marinespecies.org:taxname:231434;Lagenorhynchus obscurus;
693;;SAMC;ZM;HumanObservation;;SAMC-ZM-000971;"Skull; Total length 230cm; Stranded with 84/36";;Best PB;;M;;;SAM-ZM040470;;1984-11-26T12:00:00Z;1984;11;26;PBB 84/35;Atlantic;South Africa;;;Muizenberg Beach;;;;;-340.999.984.741;184.666.996.002;;Best PB;;;urn:lsid:marinespecies.org:taxname:137114;Kogia simus;
694;;SAMC;ZM;HumanObservation;;SAMC-ZM-000603;Skull;;Rand RW;;M;;;SAM-ZM034934;;1947-09-08T12:00:00Z;1947;9;8;UGGI 1880;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
695;;SAMC;ZM;HumanObservation;;SAMC-ZM-000032;"Skull; 1.25m long; Harpooned from  Sea Queen  15/08/1970";;Best PB;;M;;;SAM-ZM036349;;;;;;70/11 (KA017A);Pacific;New Zealand;;;1/4 mile offshore Ingles Bay, Kaikoura Peninsula;;;;;-423.666.992.188;173.682.998.657;;Best PB;;;urn:lsid:marinespecies.org:taxname:254979;Cephalorhynchus hectori;
696;;SAMC;ZM;HumanObservation;;SAMC-ZM-000835;"Calvarium; Total length 290m; Stranded dead";;Best PB;;M;;;SAM-ZM039931;;1978-04-03T12:00:00Z;1978;4;3;PBB 78/14;Atlantic;South Africa;;;Buffels Bay, Cape Point Nature Reserve;;;;;-342.999.992.371;184.666.996.002;;Best PB;;;urn:lsid:marinespecies.org:taxname:231429;Mesoplodon layardii;
697;;SAMC;ZM;HumanObservation;;SAMC-ZM-000457;"Skull; Total length 197cm";;Best PB;;M;;;SAM-ZM040017;;1984-04-16T12:00:00Z;1984;4;16;PBB 84/14;Atlantic;South Africa;;;Mnawdi Beach, False Bay;;;;;-342.332.992.554;185.666.999.817;;Best PB;;;urn:lsid:marinespecies.org:taxname:137094;Delphinus delphis;
698;;SAMC;ZM;HumanObservation;;SAMC-ZM-000736;Skull;;Rand RW;;F;;;SAM-ZM034953;;1946-11-28T12:00:00Z;1946;11;28;UGGI 1548;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
699;;SAMC;ZM;HumanObservation;;SAMC-ZM-000533;"Skeleton from decomposed carlasses; Stranded and decomposed December or January 1954; Skull on display July 1976";;Thorne CW;;M;;;SAM-ZM019932;;1954-02-22T12:00:00Z;1954;2;22;;Atlantic;South Africa;;;False Bay, between Strandfontein and Swartklip;;;;;-340.666.999.817;186.000.003.815;;Thorne CW;;;urn:lsid:marinespecies.org:taxname:231429;Mesoplodon layardii;
700;;SAMC;ZM;HumanObservation;;SAMC-ZM-000886;"Skeleton; Missing, July 1976";;;;M;;;SAM-ZM012946;;;;;;0/231;Atlantic;South Africa;;;Gordon's Bay (03/04/1913);;;;;-341.333.007.812;188.500.003.815;;;;;urn:lsid:marinespecies.org:taxname:137113;Kogia breviceps;
701;;SAMC;ZM;HumanObservation;;SAMC-ZM-001330;"Skull and mandibles; Total length 2.26m; Shot from  RSA";;Rand RW;;F;;;SAM-ZM038972;;1969-02-06T12:00:00Z;1969;2;6;UGGI 22;Atlantic/Antarctic;Antarctica;;;5 miles of east of Otterbukta;;;;;-701.166.992.188;-2.083.329.916;;Rand RW;;;urn:lsid:marinespecies.org:taxname:195932;Leptonychotes weddellii;
702;;SAMC;ZM;HumanObservation;;SAMC-ZM-000827;"Skull (teeth to follow); 5.28m long; Stranded 26/03/1976; removed by farmer's daughter";;Best PB;;M;;;SAM-ZM038236;;;;;;76/12;Atlantic;South Africa;;;Dwarskesbos, St. Helena Bay;;;;;-326.833.000.183;182.166.996.002;;Best PB;;;urn:lsid:marinespecies.org:taxname:231429;Mesoplodon layardii;
703;;SAMC;ZM;HumanObservation;;SAMC-ZM-001078;"Skull, whole baleen series (2), flippers; Total length 6.495m; Found dead but fresh";;Best PB;;F;;;SAM-ZM040626;;1987-10-13T12:00:00Z;1987;10;13;PBB 87/30;Atlantic;South Africa;;;Smitswinkel Bay, Cape Peninsula;;;;;-342.667.007.446;184.666.996.002;;Best PB;;;urn:lsid:marinespecies.org:taxname:231424;Caperea marginata;
704;;SAMC;ZM;HumanObservation;;SAMC-ZM-000949;"Whole skeleton; Total length 3.00m; Stranded live with two others";;Best PB;;F;;;SAM-ZM041128;;1992-09-16T12:00:00Z;1992;9;16;PBB 92/14;Indian;South Africa;;;Witsand, Breede River Mouth;;;;;-343.833.007.812;208.500.003.815;;Best PB;;;urn:lsid:marinespecies.org:taxname:137113;Kogia breviceps;
705;;SAMC;ZM;HumanObservation;;SAMC-ZM-000299;"Skull; Total length 183.5cm; Stranded live";;Best PB;;F;;;SAM-ZM041114;;1987-03-10T12:00:00Z;1987;3;10;PBB 87/07;Atlantic;South Africa;;;Hermanus (old harbour);;;;;-344.166.984.558;193.999.996.185;;Best PB;;;urn:lsid:marinespecies.org:taxname:137094;Delphinus delphis;
706;;SAMC;ZM;HumanObservation;;SAMC-ZM-000569;Skull;;Rand RW;;F;;;SAM-ZM034923;;1948-11-16T12:00:00Z;1948;11;16;UGGI 2989;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
707;;SAMC;ZM;HumanObservation;;SAMC-ZM-001220;"1 year old; 1 year old; cupboard No. 2";;Rand RW;;M;;;SAM-ZM034828;;1948-02-23T12:00:00Z;1948;2;23;No. 2835;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
708;;SAMC;ZM;HumanObservation;;SAMC-ZM-000769;"Skull; Yearling";;Rand RW;;F;;;SAM-ZM035032;;1947-12-12T12:00:00Z;1947;12;12;UGGI 2680;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
709;;SAMC;ZM;HumanObservation;;SAMC-ZM-001098;"Fossil fragments; Trawled";;;;;;;SAM-ZM035112;;;;;;;;South Africa;;;Off Cape Columbine in 300 fathoms;;;;;-327.999.992.371;178.166.999.817;;;;;urn:lsid:marinespecies.org:taxname:2688;Cetacea;
710;;SAMC;ZM;HumanObservation;;SAMC-ZM-001116;"Complete skull and mandible; Adult; cupboard No. 1";;Rand RW;;F;;;SAM-ZM034645;;1948-03-17T12:00:00Z;1948;3;17;U.G.G.I No. 2366;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
711;;SAMC;ZM;HumanObservation;;SAMC-ZM-000532;"Skeleton (mounted); Stranded and decomposed; December or January 1954?; Young; on display July 1976";;Thorne CW;;M;;;SAM-ZM019931;;1954-02-22T12:00:00Z;1954;2;22;0/242;Atlantic;South Africa;;;False Bay, between Strandfontein and Swartklip;;;;;-340.666.999.817;186.000.003.815;;Thorne CW;;;urn:lsid:marinespecies.org:taxname:231429;Mesoplodon layardii;
712;;SAMC;ZM;HumanObservation;;SAMC-ZM-000920;"Lower jaw and teeth; Beach pick-up";;Best PB;;;;;SAM-ZM039219;;1978-08-16T12:00:00Z;1978;8;;78/33;Atlantic;Nambia;;;Pelican Point, Walvis Bay;;;;;-228.666.992.188;144.499.998.093;;Best PB;;;urn:lsid:marinespecies.org:taxname:137113;Kogia breviceps;
713;;SAMC;ZM;HumanObservation;;SAMC-ZM-000844;"Skull; Total length 567cm; Stranded live with 90/19";;Best PB;;F;;;SAM-ZM041110;;1990-03-27T12:00:00Z;1990;3;27;PBB 90/18;Atlantic;South Africa;;;5km north of Berg River mouth, St. Helena Bay;;;;;-327.332.992.554;181.166.992.188;;Best PB;;;urn:lsid:marinespecies.org:taxname:231429;Mesoplodon layardii;
714;;SAMC;ZM;HumanObservation;;SAMC-ZM-000383;"Skull; 4' 0 1/2  long; Stranded on beach 27/04/1969; 4' 0 1/2  long";;Best PB;;F;;;SAM-ZM035699;;1969-05-16T12:00:00Z;1969;5;;69/8;;South Africa;;;The Strand, False Bay;;;;;-340.999.984.741;187.999.992.371;;Best PB;;;urn:lsid:marinespecies.org:taxname:137094;Delphinus delphis;
715;;SAMC;ZM;HumanObservation;;SAMC-ZM-000621;"Skull, mandible, nails and baculum; Cupboard No. 2";;Rand RW;;M;;;SAM-ZM034769;;1948-02-18T12:00:00Z;1948;2;18;U.G.G.I. No. 2831;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
716;;SAMC;ZM;HumanObservation;;SAMC-ZM-000828;"Skull and cast of animal; Total length 5.46m; Stranding";;Best PB;;M;;;SAM-ZM039126;;1978-04-06T12:00:00Z;1978;4;6;78/15;Atlantic;South Africa;;;Milnerton, north of light house;;;;;-338.499.984.741;184.666.996.002;;Best PB;;;urn:lsid:marinespecies.org:taxname:231429;Mesoplodon layardii;
717;;SAMC;ZM;HumanObservation;;SAMC-ZM-000468;"Skull; Total length ~108cm; Found floating dead";;Best PB;;F;;;SAM-ZM040028;;1977-03-04T12:00:00Z;1977;3;4;PBB 77/2;Atlantic;South Africa;;;Between E and F Jetty, Table Bay docks;;;;;-338.666.992.188;184.333.000.183;;Best PB;;;urn:lsid:marinespecies.org:taxname:137094;Delphinus delphis;
718;;SAMC;ZM;HumanObservation;;SAMC-ZM-000712;"Skull; Shot by members of SANAE 1959/60";;;;;;;SAM-ZM035043;;1960-01-07T12:00:00Z;1960;1;7;;Atlantic/Antarctic;Antarctica;;;Queen Mauds Land;;;;;-690.832.977.295;-8.0;;;;;urn:lsid:marinespecies.org:taxname:231417;Hydrurga leptonyx;
719;;SAMC;ZM;HumanObservation;;SAMC-ZM-000864;"Partial post-cranial skeleton; 10-14ft or 20-24ft; Adult rotten and juvenile fresh; Adult and juvenile found together. No material (except teeth) supposed to have been collected from adult, but materila clearly seems to be from two animals";;Best PB;;;;;SAM-ZM041113;;1987-12-09T12:00:00Z;1987;12;9;PBB 87/38 or 87/39;Atlantic;;;;Runway Beach, Tristan Da Cuncha;;;;;-371.500.015.259;123.166.999.817;;Best PB;;;urn:lsid:marinespecies.org:taxname:231433;Tasmacetus shepherdi ?;
720;;SAMC;ZM;HumanObservation;;SAMC-ZM-001101;"Complete skull and mandible; Adult; cupboard No. 1";;Rand RW;;F;;;SAM-ZM034650;;1948-04-02T12:00:00Z;1948;4;2;U.G.G.I No. 2888;Atlantic;Nambia;;;Sinclairs Island, South West Africa;;;;;-276.667.003.632;155.333.003.998;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231410;Arctocephalus pusillus;
721;;SAMC;ZM;HumanObservation;;SAMC-ZM-000244;"Skeleton; 7; 01/2; Stranded alive 04/07/1964; 7; 01/2";;Best PB;;F;;;SAM-ZM035515;;;;;;0/39;Indian;South Africa;;;Battery Beach, Durban;;;;;-298.166.999.817;310.167.007.446;;Best PB;;;urn:lsid:marinespecies.org:taxname:137105;Stenella attenuata;
722;;SAMC;ZM;HumanObservation;;SAMC-ZM-000912;"Mandiles only; 2.41m long; Stranded, kept alive until 10/10/1975, then sacrificed for brain and spinal cord";;Best PB;;M;;;SAM-ZM037396;;;;;;75/7;Atlantic;Nambia;;;Walvis Bay;;;;;-229.167.003.632;144.666.996.002;;Best PB;;;urn:lsid:marinespecies.org:taxname:137113;Kogia breviceps;
723;;SAMC;ZM;HumanObservation;;SAMC-ZM-001007;"1 foetus; Missing July 1976";;;;;;;SAM-ZM017682;;;;;;;Atlantic;South Africa;;;Off Saldanha Bay, K Ellefsen station;;;;;-330.332.984.924;18.00;;;;;urn:lsid:marinespecies.org:taxname:137088;Balaenoptera borealis;
724;;SAMC;ZM;HumanObservation;;SAMC-ZM-000811;"Skull and mandible; Adult; anterior 1/2 of skull fragmented; cupboard No. 3";;Rand RW;;M;;;SAM-ZM034897;;1952-03-13T12:00:00Z;1952;3;13;3620;Indian;South Africa;;;Marion Island;;;;;-468.833.007.812;37.75;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231432;Arctocephalus tropicalis;
725;;SAMC;ZM;HumanObservation;;SAMC-ZM-001041;"1 embryo; Missing July 1976";;;;;;;SAM-ZM013353;;;;;;;Atlantic;South Africa;;;Saldanha bay;;;;;-330.332.984.924;18.00;;;;;urn:lsid:marinespecies.org:taxname:137014;Megaptera sp.;
726;;SAMC;ZM;HumanObservation;;SAMC-ZM-001322;"Skull; Old animal";;Repenning CA;;F;;;SAM-ZM035742;;1968-03-03T12:00:00Z;1968;3;3;6820;Pacific;U.S.A;;;San Miguel Island, Santa Barbara County;;;;;340.332.984.924;-120.366.996.765;;Repenning CA;;;urn:lsid:marinespecies.org:taxname:255018;Mirounga angustirostris;
727;;SAMC;ZM;HumanObservation;;SAMC-ZM-001345;"Skull (in pieces), skeleton and skin; 5' 5 1/4; Came up alive on beach 26/12/1971, killed next day";;Best PB;;M;;;SAM-ZM036357;;;;;;;Atlantic;South Africa;;;Harmony Park, Strand, Cape Province;;;;;-340.999.984.741;187.999.992.371;;Best PB;;;urn:lsid:marinespecies.org:taxname:344008;Lobodon carcinophagus;
728;;SAMC;ZM;HumanObservation;;SAMC-ZM-000063;"Skull; Total length 269cm; Found floating";;Best PB;;M;;;SAM-ZM039913;;1976-11-03T12:00:00Z;1976;11;3;PBB 76/22;Atlantic;Nambia;;;About 1km south of Bird Island, Walvis Bay;;;;;-228.999.996.185;144.666.996.002;;Best PB;;;urn:lsid:marinespecies.org:taxname:137111;Tursiops truncatus;
729;;SAMC;ZM;HumanObservation;;SAMC-ZM-000998;Pelvis;;;;M;;;SAM-ZM015275;;;;;;;Atlantic;South Africa;;;Saldanha Bay;;;;;-330.332.984.924;18.00;;;;;urn:lsid:marinespecies.org:taxname:137088;Balaenoptera borealis;
730;;SAMC;ZM;HumanObservation;;SAMC-ZM-000449;"Cranial; Total length 166cm; Harpooned on MMCC # 7";;Best PB;;F;;;SAM-ZM039866;;1980-08-24T12:00:00Z;1980;8;24;PBB 80/17;Atlantic;South Africa;;;;;;;;-291.324.996.948;167.653.007.507;;Best PB;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
731;;SAMC;ZM;HumanObservation;;SAMC-ZM-000445;"Skelton (minus flippers); Total length 161cm; Collected at sea";;Best PB;;F;;;SAM-ZM040015;;1977-10-20T12:00:00Z;1977;10;20;PBB 77/8;Atlantic;Nambia;;;;;;;;-226.672.000.885;144.843.997.955;;Best PB;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
732;;SAMC;ZM;HumanObservation;;SAMC-ZM-000999;"Baleen, 10 plates; Specially selected to show specific difference; on display July 1976";;;;;;;SAM-ZM015293;;;;;;;Atlantic;South Africa;;;Saldanha Bay;;;;;-330.332.984.924;18.00;;;;;urn:lsid:marinespecies.org:taxname:242603;Balaenoptera brydei;
733;;SAMC;ZM;HumanObservation;;SAMC-ZM-000267;"Skeleton; 7' 11/4; Stranded December 1968; (preg. 1' 01/2  female) ?";;Best PB;;F;;;SAM-ZM035635;;;;;;68/9;Indian;South Africa;;;Storms river mouth;;;;;-340.167.007.446;238.833.007.812;;Best PB;;;urn:lsid:marinespecies.org:taxname:384141;Stenella euphrosyne;
734;;SAMC;ZM;HumanObservation;;SAMC-ZM-000446;"Skeleton and cast; 5' 6; Harpooned";;;;M;;;SAM-ZM019943;;;;;;0/12;Atlantic;South Africa;;;Off Sea Point;;;;;-339.000.015.259;183.666.992.188;;;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
735;;SAMC;ZM;HumanObservation;;SAMC-ZM-000516;"Skull; Total length 3.52m; Stranded; One of five stranded";;Best PB;;male?;;;SAM-ZM039933;;1982-09-29T12:00:00Z;1982;9;29;PBB 82/25;Atlantic;Nambia;;;Elizabeth Bay, near Luderitz;;;;;-269.167.003.632;151.999.998.093;;Best PB;;;urn:lsid:marinespecies.org:taxname:137104;Pseudorca crassidens;
736;;SAMC;ZM;HumanObservation;;SAMC-ZM-000476;"Whole skeleton, cast; Total length 259cm; Found dead on beach";;Best PB;;F;;;SAM-ZM040944;;1990-11-24T12:00:00Z;1990;11;24;PBB 90/35;Indian;South Africa;;;Kafferkuils River mouth, Stilbaai;;;;;-343.499.984.741;214.167.003.632;;Best PB;;;urn:lsid:marinespecies.org:taxname:383586;Sousa plumbea;
737;;SAMC;ZM;HumanObservation;;SAMC-ZM-001296;Skull (no mandible) and humerus;;Fairall N;;;;;SAM-ZM036961;;1973-11-08T12:00:00Z;1973;11;8;4;Atlantic;;;;Long Beach, Gough Island;;;;;-403.499.984.741;-986.666.965.485;;Fairall N;;;urn:lsid:marinespecies.org:taxname:231432;Arctocephalus tropicalis;
738;;SAMC;ZM;HumanObservation;;SAMC-ZM-000158;"Skull; Total length 156cm; Collected at sea";;Best PB;;M;;;SAM-ZM040469;;1984-09-29T12:00:00Z;1984;9;29;PBB 84/30;Atlantic;South Africa;;;;;;;;-304.167.003.632;172.999.992.371;;Best PB;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
739;;SAMC;ZM;HumanObservation;;SAMC-ZM-001351;"Skull, mandibles and baculum; Total length 1.93m; Shot from  RSA";;Rand RW;;M;;;SAM-ZM038960;;1969-02-03T12:00:00Z;1969;2;3;UGGI 9;Atlantic/Antarctic;Antarctica;;;Otterbukta;;;;;-701.166.992.188;-2.083.329.916;;Rand RW;;;urn:lsid:marinespecies.org:taxname:344008;Lobodon carcinophagus;
740;;SAMC;ZM;HumanObservation;;SAMC-ZM-000447;"Skin and skeleton; Not in collection, missing July 1976";;;;;;;SAM-ZM003909;;;;;;0/11;Atlantic;South Africa;;;Hout Bay;;;;;-340.499.992.371;183.666.992.188;;;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
741;;SAMC;ZM;HumanObservation;;SAMC-ZM-000280;"Cranial and mandibles; Picked up on beach; Beach pick up by R. Loutit (# 2); Animal must have stranded between 16/01/1980 and 27/03/1980; decomposing and dehydrated when found.";;Best PB;;;;;SAM-ZM039676;;1980-03-27T12:00:00Z;1980;3;27;;Atlantic;Nambia;;;8km north of Torra Bay, Skeleton Coast;;;;;-20.25;131.667.003.632;;Best PB;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
742;;SAMC;ZM;HumanObservation;;SAMC-ZM-000071;"Skull; Total length 2.59m; Found dead";;Best PB;;F;;;SAM-ZM041395;;1996-05-13T12:00:00Z;1996;5;13;PBB 96/27;Indian;South Africa;;;Still Bay;;;;;-343.833.007.812;214.500.007.629;;Best PB;;;urn:lsid:marinespecies.org:taxname:137111;Tursiops truncatus;
743;;SAMC;ZM;HumanObservation;;SAMC-ZM-000433;"Skull, mandibles-no hyoids; Length 397cm; Tally No. 3623";;Best PB;;F;;;SAM-ZM039732;;1981-08-16T12:00:00Z;1981;8;;81/13/37;Atlantic;South Africa;;;Varkvlei farm near Bergriver mouth, St. Helena Bay;;;;;-327.832.984.924;181.000.003.815;;Best PB;;;urn:lsid:marinespecies.org:taxname:137104;Pseudorca crassidens;
744;;SAMC;ZM;HumanObservation;;SAMC-ZM-000728;"Baleen section (25 plates); 27' 6; Harpooned 27/07/1966";;;;M;;;SAM-ZM035633;;;;;;;Atlantic;South Africa;;;;;;;;-343.333.015.442;174.666.996.002;;;;;urn:lsid:marinespecies.org:taxname:137013;Balaenoptera cf. bonaerensis;
745;;SAMC;ZM;HumanObservation;;SAMC-ZM-001020;"Skull and mandibles; Total length estimated 3.53m; Animal stranded alive";;Best PB;;M;;;SAM-ZM038987;;1976-10-12T12:00:00Z;1976;10;12;PBB 76/20;;;;;About 7km east of Arniston;;;;;-346.500.015.259;202.999.992.371;;Best PB;;;urn:lsid:marinespecies.org:taxname:137087;Balaenoptera acutorostrata;
746;;SAMC;ZM;HumanObservation;;SAMC-ZM-000863;"Skull; Total length 417cm; Found dead and decomposing";;Best PB;;female?;;;SAM-ZM041111;;1986-11-02T12:00:00Z;1986;11;2;PBB 86/38;Indian;South Africa;;;Shelly Beach, north west shore of Robben Island;;;;;-337.999.992.371;183.500.003.815;;Best PB;;;urn:lsid:marinespecies.org:taxname:137126;Mesoplodon mirus;
747;;SAMC;ZM;HumanObservation;;SAMC-ZM-000273;"Cranial; Picked up on beach; Estimated to have been half a month on the beach";;Loutit R;;;;;SAM-ZM039778;;1980-11-10T12:00:00Z;1980;11;10;PBB 81/17;Atlantic;Nambia;;;6km north of Toscanini;;;;;-207.833.003.998;133.667.001.724;;Loutit R;;;urn:lsid:marinespecies.org:taxname:383753;Cephalorhynchus heavisidii;
748;;SAMC;ZM;HumanObservation;;SAMC-ZM-000986;1 blade of baleen;;;;;;;SAM-ZM013162;;;;;;;Atlantic;South Africa;;;Saldanha Bay;;;;;-330.332.984.924;18.00;;;;;urn:lsid:marinespecies.org:taxname:137091;Balaenoptera physalus;
749;;SAMC;ZM;HumanObservation;;SAMC-ZM-000873;"Skull; 5.52m long; Stranded 02/03 1976; dehydrated and decomposed specimen";;Best PB;;F;;;SAM-ZM038237;;;;;;76/13;Atlantic;South Africa;;;10km south of Yzerfontein;;;;;-334.166.984.558;181.667.003.632;;Best PB;;;urn:lsid:marinespecies.org:taxname:137127;Ziphius cavirostris;
750;;SAMC;ZM;HumanObservation;;SAMC-ZM-000348;"Skull and cervical vertebrae; Total length 302cm; Stranded live";;;;F;;;SAM-ZM039912;;1982-08-24T12:00:00Z;1982;8;24;PBB 82/18;Atlantic;South Africa;;;Britannia Bay, near Cape Columbine;;;;;-327.000.007.629;179.333.000.183;;;;;urn:lsid:marinespecies.org:taxname:137098;Grampus griseus;
751;;SAMC;ZM;HumanObservation;;SAMC-ZM-001212;"Baculum and 1 tooth; Total length 4.17m; Shot from  RSA";;Rand RW;;M;;;SAM-ZM038955;;1969-01-30T12:00:00Z;1969;1;30;UGGI 3;;;;;Bay Ice ~ 3 miles east of Otterbukta;;;;;-701.166.992.188;-2.083.329.916;;Rand RW;;;urn:lsid:marinespecies.org:taxname:231413;Mirounga leonina;
752;;SAMC;ZM;HumanObservation;;SAMC-ZM-000060;"Skull and skeleton; Stranded ~1978/12/23";;Best PB;;M;;;SAM-ZM039299;;1979-02-06T12:00:00Z;1979;2;6;79/5;Atlantic;South Africa;;;Danger Point, 5 km from light house towards Gansbaai;;;;;-346.166.992.188;192.999.992.371;;Best PB;;;urn:lsid:marinespecies.org:taxname:137111;Tursiops truncatus;
753;;SAMC;ZM;HumanObservation;;SAMC-ZM-000359;"Skull, portions of mandibles and hyoids; Length 385cm; Tally No. 3881";;Best PB;;F;;;SAM-ZM039705;;1981-08-16T12:00:00Z;1981;8;;81/13/5;Atlantic;South Africa;;;Varkvlei farm near Bergriver mouth, St. Helena Bay;;;;;-327.832.984.924;181.000.003.815;;Best PB;;;urn:lsid:marinespecies.org:taxname:137104;Pseudorca crassidens;
754;;SAMC;ZM;HumanObservation;;SAMC-ZM-000517;"Skull; Total length (damaged) 4.90m; Stranded; One of five stranded";;Best PB;;M;;;SAM-ZM039934;;1982-09-29T12:00:00Z;1982;9;29;PBB 82/23;Atlantic;Nambia;;;Elizabeth Bay, near Luderitz;;;;;-269.167.003.632;151.999.998.093;;Best PB;;;urn:lsid:marinespecies.org:taxname:137104;Pseudorca crassidens;
755;;SAMC;ZM;HumanObservation;;SAMC-ZM-001358;"Skull and mandibles; Total length 2.26m; Shot from  RSA";;Rand RW;;F;;;SAM-ZM038968;;1969-02-05T12:00:00Z;1969;2;5;UGGI 17;Atlantic/Antarctic;Antarctica;;;Near Otterbukta;;;;;-701.166.992.188;-2.083.329.916;;Rand RW;;;urn:lsid:marinespecies.org:taxname:344008;Lobodon carcinophagus;
756;;SAMC;ZM;HumanObservation;;SAMC-ZM-000091;"Part of skeleton; Missing July 1976";;;;;;;SAM-ZM013657;;;;;;0/81;Atlantic;South Africa;;;Saldhana Bay;;;;;-330.332.984.924;18.00;;;;;urn:lsid:marinespecies.org:taxname:384046;Orca gladiator;
757;;SAMC;ZM;HumanObservation;;SAMC-ZM-000439;"Skull, mandibles and hyoids- many teeth missing; Length 383cm; Tally No. 3523";;Best PB;;F;;;SAM-ZM039738;;1981-08-16T12:00:00Z;1981;8;;81/13/43;Atlantic;South Africa;;;Varkvlei farm near Bergriver mouth, St. Helena Bay;;;;;-327.832.984.924;181.000.003.815;;Best PB;;;urn:lsid:marinespecies.org:taxname:137104;Pseudorca crassidens;
758;;SAMC;ZM;HumanObservation;;SAMC-ZM-000027;"Skull; Total length 286cm";;Best PB;;M;;;SAM-ZM040043;;1980-10-17T12:00:00Z;1980;10;17;PBB 80/25;Atlantic;Nambia;;;~400m south of Bird Platform, Walvis Bay;;;;;-228.999.996.185;144.666.996.002;;Best PB;;;urn:lsid:marinespecies.org:taxname:137111;Tursiops truncatus;
759;;SAMC;ZM;HumanObservation;;SAMC-ZM-000366;"Skull, mandibles and hyoids; Legth 410cm; Tally No. 3841";;Best PB;;M;;;SAM-ZM039712;;1981-08-16T12:00:00Z;1981;8;;81/13/14;Atlantic;South africa;;;Varkvlei farm near Bergriver mouth, St. Helena Bay;;;;;-327.832.984.924;181.000.003.815;;Best PB;;;urn:lsid:marinespecies.org:taxname:137104;Pseudorca crassidens;
760;;SAMC;ZM;HumanObservation;;SAMC-ZM-001043;"1 foetus; Missing July 1976";;;;;;;SAM-ZM013499;;;;;;;Atlantic;South Africa;;;Saldanha Bay;;;;;-330.332.984.924;18.00;;;;;urn:lsid:marinespecies.org:taxname:137014;Megaptera sp.;
761;;SAMC;ZM;HumanObservation;;SAMC-ZM-001100;"Fossilized rostrum; Trawled";;;;;;;SAM-ZM035523;;1967-01-03T12:00:00Z;1967;1;3;;Atlantic;South Africa;;;West of Cape Town;;;;;-339.000.015.259;184.167.003.632;;;;;urn:lsid:marinespecies.org:taxname:136986;Ziphiidae;
